FID,CID,Type,POINT_X,POINT_Y
519, 0, 1, 12306131.5289, 3384532.85006
520, 0, 1, 12306156.4777, 3382775.07744
521, 0, 1, 12306257.2959, 3383186.29449
522, 0, 1, 12306954.7674, 3383925.86231
523, 0, 1, 12307293.0027, 3383693.76005
524, 0, 1, 12307163.9357, 3385015.13033
525, 0, 1, 12306842.428, 3383093.73094
526, 0, 1, 12306224.2632, 3382859.67718
527, 0, 1, 12307897.6512, 3383112.59206
528, 0, 1, 12306258.1119, 3383101.77624
529, 0, 1, 12306971.8244, 3384812.12297
530, 0, 1, 12307026.4659, 3383283.38269
531, 0, 1, 12306750.2845, 3383627.41711
532, 0, 1, 12307349.7235, 3383782.89138
533, 0, 1, 12306278.1804, 3383097.00242
534, 0, 1, 12307333.066, 3383440.3629
535, 0, 1, 12307855.6808, 3383721.71518
536, 0, 1, 12306104.7329, 3382859.97857
537, 0, 1, 12308363.5941, 3384027.26886
538, 0, 1, 12306953.9483, 3384739.85847
539, 0, 1, 12307079.7278, 3384913.09924
540, 0, 1, 12307039.3496, 3383298.20916
541, 0, 1, 12307938.4183, 3383005.44666
542, 0, 1, 12306408.7436, 3382967.38165
543, 0, 1, 12308224.2095, 3383920.66494
544, 0, 1, 12307227.4926, 3383441.19791
545, 0, 1, 12307827.2182, 3383801.04636
546, 0, 1, 12306883.9041, 3383645.94004
547, 0, 1, 12306427.4484, 3383415.87524
548, 0, 1, 12306188.1448, 3382842.28538
549, 0, 1, 12308428.5064, 3384134.88454
550, 0, 1, 12306146.5312, 3384487.74298
551, 0, 1, 12307897.6942, 3383291.9081
552, 0, 1, 12306079.9186, 3382782.41114
553, 0, 1, 12307005.7172, 3383269.57064
554, 0, 1, 12307307.4004, 3383917.53983
555, 0, 1, 12307618.2826, 3383582.7098
556, 0, 1, 12307298.5686, 3383435.30182
557, 0, 1, 12307179.3045, 3383582.20946
558, 0, 1, 12308146.6081, 3382924.36154
559, 0, 1, 12307169.9205, 3383423.18869
560, 0, 1, 12306497.4728, 3383144.57926
561, 0, 1, 12306162.8362, 3384419.25709
562, 0, 1, 12306239.3772, 3384109.68698
563, 0, 1, 12306774.3606, 3382840.04168
564, 0, 1, 12307157.5544, 3383835.50235
565, 0, 1, 12307297.898, 3383695.80646
566, 0, 1, 12308196.5247, 3382881.96392
567, 0, 1, 12308422.342, 3382679.9602
568, 0, 1, 12306984.9275, 3384085.95002
569, 0, 1, 12306956.3364, 3384743.682
570, 0, 1, 12306293.3433, 3383902.64619
571, 0, 1, 12307422.8806, 3383886.22778
572, 0, 1, 12307152.9352, 3385059.84392
573, 0, 1, 12306101.7724, 3382688.96327
574, 0, 1, 12306553.701, 3383728.34528
575, 0, 1, 12306921.5479, 3383892.87675
576, 0, 1, 12306187.9229, 3384308.94322
577, 0, 1, 12306250.7314, 3382651.59912
